timestamp_utc,phase,run_name,model,imgsz,epochs,batch,seed,split,data,save_dir,best_weight,last_weight,precision,recall,map50,map50_95,status
2026-03-26T17:34:22.401413+00:00,phase0,p0_yolo11n_640_s1_e3,yolo11n.pt,640,3,16,1,val,Dataset-YOLO/data.yaml,/workspace/brand-new-yolo/runs/detect/runs/e0/p0_yolo11n_640_s1_e3,/workspace/brand-new-yolo/runs/detect/runs/e0/p0_yolo11n_640_s1_e3/weights/best.pt,/workspace/brand-new-yolo/runs/detect/runs/e0/p0_yolo11n_640_s1_e3/weights/last.pt,0.4379270808099631,0.5518568636774693,0.44500142114086966,0.1981851331483359,completed
2026-03-26T17:37:09.951305+00:00,phase0,p0_yolo11n_1024_s1_e3,yolo11n.pt,1024,3,8,1,val,Dataset-YOLO/data.yaml,/workspace/brand-new-yolo/runs/detect/runs/e0/p0_yolo11n_1024_s1_e3,/workspace/brand-new-yolo/runs/detect/runs/e0/p0_yolo11n_1024_s1_e3/weights/best.pt,/workspace/brand-new-yolo/runs/detect/runs/e0/p0_yolo11n_1024_s1_e3/weights/last.pt,0.41230746266276486,0.5759174895774704,0.4544011417544095,0.2119219028075292,completed
2026-03-26T17:38:32.498241+00:00,phase0,p0_yolo11n_640_s2_e3,yolo11n.pt,640,3,16,2,val,Dataset-YOLO/data.yaml,/workspace/brand-new-yolo/runs/detect/runs/e0/p0_yolo11n_640_s2_e3,/workspace/brand-new-yolo/runs/detect/runs/e0/p0_yolo11n_640_s2_e3/weights/best.pt,/workspace/brand-new-yolo/runs/detect/runs/e0/p0_yolo11n_640_s2_e3/weights/last.pt,0.42413655570105624,0.5474463774371316,0.44868745995215614,0.20738798403276867,completed
2026-03-26T17:40:56.167901+00:00,phase0,p0_yolo11n_1024_s2_e3,yolo11n.pt,1024,3,8,2,val,Dataset-YOLO/data.yaml,/workspace/brand-new-yolo/runs/detect/runs/e0/p0_yolo11n_1024_s2_e3,/workspace/brand-new-yolo/runs/detect/runs/e0/p0_yolo11n_1024_s2_e3/weights/best.pt,/workspace/brand-new-yolo/runs/detect/runs/e0/p0_yolo11n_1024_s2_e3/weights/last.pt,0.41890092283205144,0.5529989570290877,0.4471505707259493,0.21262044082762702,completed
2026-03-26T17:51:33.880278+00:00,phase0,p0_yolo11n_640_s1_e30,yolo11n.pt,640,30,16,1,val,Dataset-YOLO/data.yaml,/workspace/brand-new-yolo/runs/detect/runs/e0/p0_yolo11n_640_s1_e30,/workspace/brand-new-yolo/runs/detect/runs/e0/p0_yolo11n_640_s1_e30/weights/best.pt,/workspace/brand-new-yolo/runs/detect/runs/e0/p0_yolo11n_640_s1_e30/weights/last.pt,0.4906236545855527,0.5863911479376607,0.5236897437924801,0.2537517154572943,completed
2026-03-26T18:09:46.506315+00:00,phase0,p0_yolo11n_1024_s1_e30,yolo11n.pt,1024,30,8,1,val,Dataset-YOLO/data.yaml,/workspace/brand-new-yolo/runs/detect/runs/e0/p0_yolo11n_1024_s1_e30,/workspace/brand-new-yolo/runs/detect/runs/e0/p0_yolo11n_1024_s1_e30/weights/best.pt,/workspace/brand-new-yolo/runs/detect/runs/e0/p0_yolo11n_1024_s1_e30/weights/last.pt,0.4887562175254552,0.6015943776590654,0.5362744550793069,0.2571237184722411,completed
2026-03-26T18:26:14.268569+00:00,phase0,p0_yolo11n_640_s1_e30p10m30,yolo11n.pt,640,30,16,1,val,Dataset-YOLO/data.yaml,/workspace/brand-new-yolo/runs/detect/runs/e0/p0_yolo11n_640_s1_e30p10m30,/workspace/brand-new-yolo/runs/detect/runs/e0/p0_yolo11n_640_s1_e30p10m30/weights/best.pt,/workspace/brand-new-yolo/runs/detect/runs/e0/p0_yolo11n_640_s1_e30p10m30/weights/last.pt,0.4906236545855527,0.5863911479376607,0.5236897437924801,0.2537517154572943,completed
2026-03-26T18:45:21.945201+00:00,phase0,p0_yolo11n_1024_s1_e30p10m30,yolo11n.pt,1024,30,8,1,val,Dataset-YOLO/data.yaml,/workspace/brand-new-yolo/runs/detect/runs/e0/p0_yolo11n_1024_s1_e30p10m30,/workspace/brand-new-yolo/runs/detect/runs/e0/p0_yolo11n_1024_s1_e30p10m30/weights/best.pt,/workspace/brand-new-yolo/runs/detect/runs/e0/p0_yolo11n_1024_s1_e30p10m30/weights/last.pt,0.4887562175254552,0.6015943776590654,0.5362744550793069,0.2571237184722411,completed
2026-03-26T18:55:11.093498+00:00,phase0,p0_yolo11n_640_s2_e30p10m30,yolo11n.pt,640,30,16,2,val,Dataset-YOLO/data.yaml,/workspace/brand-new-yolo/runs/detect/runs/e0/p0_yolo11n_640_s2_e30p10m30,/workspace/brand-new-yolo/runs/detect/runs/e0/p0_yolo11n_640_s2_e30p10m30/weights/best.pt,/workspace/brand-new-yolo/runs/detect/runs/e0/p0_yolo11n_640_s2_e30p10m30/weights/last.pt,0.4922606144901419,0.5838487933494265,0.5245261202162477,0.2513885242661774,completed
2026-03-26T19:14:18.291629+00:00,phase0,p0_yolo11n_1024_s2_e30p10m30,yolo11n.pt,1024,30,8,2,val,Dataset-YOLO/data.yaml,/workspace/brand-new-yolo/runs/detect/runs/e0/p0_yolo11n_1024_s2_e30p10m30,/workspace/brand-new-yolo/runs/detect/runs/e0/p0_yolo11n_1024_s2_e30p10m30/weights/best.pt,/workspace/brand-new-yolo/runs/detect/runs/e0/p0_yolo11n_1024_s2_e30p10m30/weights/last.pt,0.49519097604585494,0.6004327597975135,0.5276307167871953,0.2588684920893743,completed
